age;ed;employ;address;income;debtinc;creddebt;othdebt;default
31;3;10;10;79.0;7.86;12.046.236;50.047.764;0
41;2;2;13;22.7;9.6;0.98064;119.856;1
46;4;14;4;125.4;25.97;17.911.509;14.654.871;1
42;1;17;22;65.3;4.44;157.433.076;132.498.924;0
35;3;12;6;101.2;7.53;342.154.164;419.881.836;0
37;4;13;18;63.9;30.89;819.156.465;1.154.714.535;0
43;2;18;5;106.1;0.98;0.38055948;0.65922052;0
30;1;10;6;43.0;6.49;18.725.597;0.9181403;0
34;3;2;15;31.4;7.42;0.91564284;141.423.716;0
28;1;11;5;27.7;9.94;0.91412216;183.925.784;1
49;2;18;5;90.5;9.19;2.495.085;5.821.865;0
33;1;15;12;34.9;13.42;0.468358;4.215.222;0
26;1;6;5;21.9;0.89;0.02962632;0.16528368;0
30;1;4;2;41.2;17.23;39.398.118;31.589.482;1
28;1;9;2;33.9;13.96;108.372.876;364.871.124;1
47;2;6;18;78.1;18.21;543.280.782;878.920.218;0
27;1;3;2;17.0;4.31;0.0461601;0.6865399;0
28;2;9;5;16.8;2.44;0.08936256;0.32055744;0
46;1;6;21;27.3;12.81;137.786.922;211.926.078;0
54;2;12;17;54.2;13.12;342.752.128;368.351.872;0
35;1;17;4;38.3;28.43;0.74043092;1.014.825.908;0
29;1;7;2;21.1;15.59;144.079.662;184.869.338;0
53;4;28;18;115.7;4.04;307.100.196;160.327.804;0
45;3;6;13;51.3;19.6;6.585.894;3.468.906;1
51;1;3;13;27.0;2.59;0.2636361;0.4356639;0
41;1;20;16;96.9;11.89;398.640.786;753.500.214;0
50;1;13;24;28.5;6.69;0.83320605;107.344.395;0
46;1;11;3;32.4;5.14;0.62784072;103.751.928;0
40;1;6;4;28.7;1.63;0.09917572;0.36863428;0
30;2;6;0;25.1;30.74;253.847.846;517.726.154;1
38;1;16;0;44.6;2.67;0.36200928;0.82881072;0
34;1;10;15;31.2;16.61;166.352.472;351.879.528;0
35;1;12;14;48.5;2.61;0.2253213;10.405.287;0
45;1;17;23;70.1;5.03;122.705.844;229.897.156;0
46;2;18;3;54.1;8.2;23.556.222;20.805.778;0
35;1;1;16;20.9;18.14;101.984.894;277.141.106;0
33;1;6;4;29.7;23.87;313.351.038;395.587.962;1
30;1;12;4;31.4;14.73;202.584.636;259.937.364;0
41;1;8;8;24.1;8.22;0.52893234;145.208.766;0
28;5;0;8;59.6;19.17;3.427.596;7.997.724;1
56;1;18;29;51.9;3.48;0.62130528;118.481.472;0
40;3;5;5;63.6;20.12;596.308.512;683.323.488;1
28;1;9;3;21.7;8.37;0.35599284;146.029.716;0
44;3;6;23;31.3;7.1;0.3800133;18.422.867;0
37;2;7;8;49.2;2.47;0.28679664;0.92844336;0
34;1;9;14;34.0;19.21;20.835.166;44.478.834;0
35;1;4;2;22.2;25.19;183.423.504;375.794.496;1
40;1;5;12;37.2;4.29;0.77878944;0.81709056;0
26;1;1;1;30.8;8.72;0.73321248;195.254.752;0
38;2;19;9;34.3;18.71;372.858.493;268.894.507;0
37;3;5;14;20.0;10.57;0.551754;1.562.246;0
29;2;7;6;35.9;9.35;0.40615465;295.049.535;0
39;2;10;17;43.0;6.14;11.511.272;14.890.728;0
31;1;9;3;37.6;5.07;0.71105736;119.526.264;0
38;1;7;15;30.6;20.35;11.333.322;50.937.678;0
30;4;5;2;36.9;11.03;165.651.849;241.355.151;1
33;1;10;3;37.1;32.36;60.628.078;59.427.522;1
24;4;1;4;25.3;9.45;15.110.172;0.8798328;1
29;1;7;3;19.8;14.26;134.962.344;147.385.656;0
24;1;2;4;19.9;10.61;0.22380734;188.758.266;0
23;1;2;4;20.1;6.14;0.59608962;0.63805038;0
33;3;11;14;98.0;2.42;0.047432;2.324.168;0
47;3;12;25;42.4;8.57;0.85754848;277.613.152;0
29;1;1;1;28.4;4.64;0.3030848;10.146.752;0
33;1;2;3;20.5;4.97;0.3280697;0.6907803;0
27;2;1;8;26.6;18.2;0.5373732;43.038.268;1
38;2;20;6;70.6;9.59;0.55518428;621.535.572;0
36;1;15;3;34.7;8.03;0.81084531;197.556.469;0
46;2;21;1;63.2;12.07;172.398.224;590.425.776;0
49;1;31;12;132.9;16.05;23.890.104;189.414.396;0
40;1;24;15;101.6;12.87;576.648.072;730.943.928;0
23;2;1;2;21.0;15.53;0.3130848;29.482.152;0
30;1;13;7;20.2;14.43;220.654.902;0.70831098;1
30;4;5;9;24.5;3.23;0.2975476;0.4938024;0
44;1;23;7;58.9;5.29;176.043.265;135.537.735;0
36;3;8;9;21.4;4.29;0.58205004;0.33600996;0
38;4;8;7;77.1;3.24;0.80936496;168.867.504;0
26;1;2;1;16.4;6.64;0.0598928;10.290.672;0
30;1;6;10;29.7;5.34;0.32195394;126.402.606;0
35;2;3;5;22.8;9.2;0.9523104;11.452.896;1
48;1;9;25;37.5;6.4;0.9456;14.544;0
20;1;0;0;21.2;9.45;13.863.528;0.6170472;0
33;2;0;5;15.2;2.35;0.1503812;0.2068188;0
40;2;17;6;74.3;4.38;254.163.954;0.71270046;0
32;1;13;11;29.7;7.57;0.98250273;126.578.727;0
46;1;27;7;100.2;7.93;0.24632166;769.953.834;0
54;2;30;7;148.1;4.51;211.734.127;456.196.873;0
43;1;2;12;18.2;11.63;0.88476388;123.189.612;0
31;1;7;10;22.2;20.61;26.308.665;19.445.535;0
32;4;4;1;64.3;10.31;287.049.989;375.883.011;1
35;3;10;2;38.7;9.8;0.1858374;36.067.626;0
26;2;1;2;24.1;2.87;0.14110068;0.55056932;0
28;1;11;8;27.3;14.3;0.6090084;32.948.916;0
40;1;1;21;34.5;11.9;0.1108485;39.946.515;0
44;1;28;2;181.9;18.24;214.001.712;117.783.888;1
28;2;4;5;23.3;12.49;128.629.514;162.387.486;1
42;1;22;16;73.8;3.02;0.29419632;193.456.368;0
30;2;4;1;37.9;15.37;25.631.012;32.621.288;1
29;2;6;1;34.5;4.11;0.48068505;0.93726495;0
37;1;6;4;23.1;3.56;0.07894656;0.74341344;0
54;2;12;34;67.4;11.7;0.828009;7.057.791;0
34;1;18;11;127.9;8.94;26.298.798;88.043.802;0
34;3;10;2;59.0;29.62;123.553.906;51.204.094;1
45;2;4;3;22.1;17.56;0.62480236;325.595.764;1
32;4;1;13;45.7;13.95;282.419.145;355.095.855;1
30;1;0;0;20.3;7.86;0.718011;0.877569;1
33;1;9;2;34.2;8.09;0.57825702;218.852.298;1
29;3;7;7;55.3;24.2;32.921.196;100.904.804;1
43;2;15;0;29.6;21.29;228.756.792;401.427.208;0
49;2;24;7;67.5;3.34;0.658314;1.596.186;0
24;1;7;3;25.0;7.27;0.3507775;14.667.225;0
38;1;5;10;29.7;6.38;0.1800117;17.148.483;0
26;2;1;0;27.4;2.18;0.18457188;0.41274812;1
56;2;35;14;189.2;2.23;150.202.096;271.713.904;0
33;3;5;14;22.0;10.79;0.8830536;14.907.464;0
41;3;8;2;29.9;7.54;0.57714176;167.731.824;0
39;1;18;20;66.3;6.8;27.816.828;17.267.172;0
28;1;11;6;27.7;8.22;0.77643654;150.050.346;0
34;1;15;11;63.5;11.98;25.332.309;50.740.691;0
38;2;3;6;38.2;21.52;116.733.088;705.330.912;1
26;1;3;0;20.7;12.29;0.84716199;169.686.801;1
34;1;3;11;18.9;8.61;0.68183451;0.94545549;0
34;3;12;15;38.2;12.95;28.246.799;21.222.201;0
28;1;2;4;16.3;7.17;0.77251731;0.39619269;0
24;1;7;3;19.3;6.57;0.43492743;0.83308257;1
21;2;0;2;17.2;7.52;0.81357376;0.47986624;0
32;2;10;13;34.0;5.06;0.2959088;14.244.912;1
29;1;2;3;32.5;8.81;13.571.805;15.060.695;1
38;1;16;14;49.8;20.69;28.850.136;74.186.064;0
32;1;9;11;21.7;6.95;11.190.473;0.3891027;0
37;1;19;6;50.3;0.72;0.1412424;0.2209176;0
24;2;2;4;22.3;5.44;0.64174048;0.57137952;1
36;3;13;15;206.5;1.5;0.848715;2.248.785;0
28;2;9;4;23.3;9.45;123.964.155;0.96220845;0
26;1;8;0;27.5;5.29;0.762289;0.692461;0
42;1;12;17;41.4;6.95;10.099.323;18.673.677;0
37;1;2;14;22.8;13.07;121.880.364;176.115.636;1
27;3;5;0;31.3;6.32;0.01186896;196.629.104;0
36;3;9;2;35.5;3.7;0.3559585;0.9575415;0
41;1;13;15;29.1;5.99;0.89246208;0.85062792;0
49;2;20;23;146.2;14.48;389.523.584;1.727.452.416;0
31;1;9;0;30.0;24.72;2.810.664;4.605.336;1
35;2;9;10;57.1;15.63;168.677.397;723.795.603;1
29;2;5;0;33.3;14.35;0.46351935;431.503.065;1
39;3;9;9;73.0;7.82;3.567.875;2.140.725;1
31;3;8;8;25.8;9.71;0.14279526;236.238.474;0
32;1;15;8;80.6;3.86;1.011.127;2.100.033;0
26;1;7;7;28.3;3.03;0.42617253;0.43131747;0
31;1;13;9;44.3;2.31;0.54952821;0.47380179;0
45;2;0;10;26.5;12.83;0.47939295;292.055.705;1
30;3;1;1;44.0;15.35;1.256.244;5.497.756;1
32;1;15;11;75.0;12.03;65.413.125;24.811.875;1
43;1;3;4;18.7;4.3;0.2918883;0.5122117;0
37;3;11;2;95.6;11.39;0.94732908;994.151.092;0
33;2;7;0;23.6;7.67;0.8236046;0.9865154;0
29;2;4;6;36.6;31.18;21.682.572;92.436.228;1
28;2;0;1;14.5;7.57;0.44015765;0.65749235;0
28;1;1;9;14.9;8.3;0.0643084;11.723.916;0
33;3;1;12;33.9;12.16;146.751.744;265.472.256;1
46;1;2;20;20.6;2.39;0.19348962;0.29885038;0
29;1;7;9;25.1;7.72;0.41854752;151.917.248;0
26;1;7;5;20.2;16.39;223.146.572;107.931.428;1
54;1;21;17;56.4;11.11;0.83338332;543.265.668;0
31;3;2;10;49.3;3.75;0.56386875;128.488.125;0
34;1;3;10;14.4;10.09;0.4940064;0.9589536;0
47;4;18;17;159.7;12.6;19.920.978;181.301.022;0
35;3;8;16;44.3;3.54;0.39048678;117.773.322;0
25;2;3;3;27.3;11.56;0.94360812;221.227.188;0
29;2;4;5;19.1;23.44;0.21042088;426.661.912;1
47;5;12;19;56.6;16.06;235.429.964;673.566.036;0
32;1;15;4;39.2;6.34;107.861.152;140.666.848;0
42;1;19;21;39.1;6.77;159.883.028;104.823.972;0
28;1;2;9;24.9;14.1;0.4177971;30.931.029;1
25;2;4;2;29.1;14.48;146.214.696;275.153.304;1
43;1;11;12;50.9;23.07;526.069.824;648.193.176;1
38;2;1;3;24.2;13.4;0.6874736;25.553.264;1
24;2;3;4;16.7;10.07;0.64745065;103.423.935;1
26;4;1;0;33.0;12.78;0.3289572;38.884.428;1
24;1;8;0;30.2;9.51;0.35325846;251.876.154;0
26;1;9;7;25.4;4.97;0.87482934;0.38755066;0
51;4;19;22;69.1;10.58;0.77494268;653.583.732;0
45;4;18;26;194.6;6.66;653.202.144;642.833.856;0
29;1;1;2;17.2;3.92;0.35465024;0.31958976;1
36;1;18;15;43.8;16.81;155.354.658;580.923.342;0
30;2;4;4;35.5;2.43;0.293301;0.569349;0
39;1;1;17;35.2;12.89;0.93921696;359.806.304;0
39;1;10;5;27.3;1.46;0.07214298;0.32643702;0
30;1;5;4;27.7;3.32;0.09748184;0.82215816;0
36;1;7;1;49.9;12.05;0.42691945;558.603.055;0
38;2;15;3;42.9;5.82;0.16728426;232.949.574;0
35;1;11;7;24.9;11.91;0.37366434;259.192.566;0
50;1;29;16;138.6;11.58;414.086.904;1.190.901.096;0
46;1;1;15;24.7;6.79;0.56351568;111.361.432;0
41;1;13;16;47.8;7.1;0.5905212;28.032.788;0
32;4;1;13;32.2;9.73;0.80519642;232.786.358;1
31;1;15;6;32.3;15.7;0.659243;4.411.857;1
34;4;1;2;69.8;12.62;270.428.932;610.447.068;1
30;2;4;9;21.0;20.78;13.833.246;29.804.754;1
26;3;2;2;41.2;9.8;0.9205728;31.170.272;0
36;2;5;7;54.5;8.08;17.790.544;26.245.456;0
22;2;0;1;31.2;2.1;0.4828824;0.1723176;0
45;1;26;7;85.2;17.08;643.205.472;812.010.528;0
28;1;10;6;32.1;3.27;0.15010281;0.89956719;0
33;4;5;8;57.0;12.04;0.3980424;64.647.576;1
29;3;5;10;18.3;6.6;0.6425496;0.5652504;0
28;2;2;4;30.2;4.74;0.31635708;111.512.292;1
41;1;9;9;35.9;11.61;228.405.852;188.393.148;0
45;2;6;22;46.4;20.15;0.1682928;91.813.072;0
41;2;23;19;79.8;9.29;0.54117966;687.224.034;0
25;1;2;5;18.2;19.34;121.787.848;230.200.152;0
41;2;23;0;75.9;19.75;1.164.742.425;334.282.575;1
36;1;0;5;15.8;17.96;113.790.968;169.977.032;0
47;1;28;17;68.8;14.22;158.490.432;819.845.568;0
32;1;8;9;46.3;2.36;0.45455488;0.63812512;0
32;1;1;10;15.4;17.1;0.4950792;21.383.208;0
22;1;6;3;24.8;16.48;0.4700096;36.170.304;0
33;1;11;5;23.0;15.29;20.291.359;14.875.641;0
33;1;5;5;17.7;3.25;0.01898325;0.55626675;0
22;1;1;2;20.3;2.87;0.20449611;0.37811389;0
43;1;13;10;34.8;4.75;0.404985;1.248.015;0
30;4;5;5;21.6;7.33;0.68556024;0.89771976;0
34;1;2;0;21.4;15.76;227.990.464;109.273.536;1
41;1;16;4;42.3;9.95;0.9512001;32.576.499;0
42;1;16;14;50.0;13.58;325.241;353.759;0
56;3;19;27;187.3;1.6;12.796.336;17.171.664;0
29;2;1;5;24.8;1.32;0.1129392;0.2144208;0
30;2;3;6;20.5;11.98;17.805.275;0.6753725;0
28;1;12;1;54.9;7.2;0.7668432;31.859.568;0
24;1;5;5;20.3;5.87;0.32530953;0.86630047;0
34;2;14;9;33.3;6.41;0.32231403;181.221.597;0
34;2;9;6;37.1;16.75;1.391.992;4.822.258;0
32;2;1;10;40.8;9.37;134.185.896;248.110.104;1
26;1;6;6;22.2;8.52;0.25156152;163.987.848;0
44;4;8;18;45.3;7.49;19.679.226;14.250.474;0
34;2;4;10;76.8;29.66;1.562.631.168;715.256.832;1
53;2;25;10;182.8;10.14;1.190.006.064;663.585.936;0
47;2;17;5;85.7;9.01;299.596.916;472.560.084;0
40;1;15;16;51.7;31.5;46.413.675;116.441.325;1
31;1;1;7;31.4;12.01;0.1319899;36.391.501;1
37;1;15;15;52.0;10.5;0.6552;48.048;0
37;2;0;3;21.7;5.29;0.13086402;101.706.598;0
23;2;3;2;22.5;14.99;0.6947865;26.779.635;0
48;3;5;15;55.9;8.05;0.66149265;383.845.735;0
43;1;17;18;66.1;8.09;225.664.078;309.084.922;0
39;1;23;13;81.2;10.77;208.136.712;666.387.288;0
26;1;1;6;25.2;9.94;102.950.568;147.537.432;0
27;2;1;6;21.4;10.73;0.91389556;138.232.444;0
36;1;11;3;36.3;4.14;0.8340651;0.6687549;0
36;1;17;15;72.9;2.21;0.78782301;0.82326699;0
48;2;18;29;100.1;23.37;105.270.165;128.663.535;0
22;1;4;3;22.7;7.93;0.31501925;148.509.075;0
29;1;8;1;25.8;10.2;0.8131644;18.184.356;0
24;1;3;5;15.3;11.67;0.63385605;115.165.395;0
47;2;21;13;60.2;3.15;0.0417186;18.545.814;0
48;2;22;25;103.9;3.93;0.95956845;312.370.155;0
33;1;3;4;17.9;5.76;0.16393536;0.86710464;0
41;1;0;9;27.5;10.26;0.874665;1.946.835;0
43;1;18;9;47.9;9.82;202.732.918;267.645.082;0
58;4;14;15;168.2;8.56;203.010.672;1.236.781.328;0
35;1;4;7;19.8;19.97;124.948.296;270.457.704;0
51;4;4;8;27.1;2.13;0.18759975;0.38963025;0
25;3;3;2;24.7;4.71;0.63869013;0.52467987;0
29;2;5;4;27.0;5.6;0.814968;0.697032;0
42;2;2;21;43.6;3.95;10.402.088;0.6819912;0
44;2;14;10;47.2;22.83;0.34482432;1.043.093.568;0
31;1;1;12;33.3;16.97;200.045.754;365.055.246;0
29;3;1;4;23.1;5.88;0.53787888;0.82040112;0
21;1;3;0;14.4;9.6;0.3165696;10.658.304;0
44;1;17;21;111.2;12.97;486.042.968;956.221.032;0
40;1;13;7;51.3;13.86;0.711018;6.399.162;0
29;4;2;2;37.6;7.67;0.18168696;270.223.304;0
38;1;15;15;77.1;13.05;0.63387765;942.767.235;0
30;1;3;4;26.2;5.34;0.87862224;0.52045776;0
46;4;3;21;53.8;6.13;131.258.012;198.535.988;0
43;2;6;16;32.4;12.5;11.583;28.917;1
37;4;3;10;14.7;29.95;0.8188929;35.837.571;1
33;1;12;3;41.7;27.1;58.311.612;54.695.388;1
32;2;13;8;31.1;18.69;352.824.213;228.434.787;0
42;3;12;18;69.7;5.05;20.133.542;15.064.958;0
41;2;22;9;46.1;11.21;11.885.963;39.792.137;0
30;2;0;9;20.0;4.62;0.265188;0.658812;1
39;1;6;13;34.4;2.9;0.0468872;0.9507128;0
37;2;5;17;34.0;16.93;18.592.526;38.969.474;1
27;1;3;6;20.5;2.68;0.2230564;0.3263436;0
33;2;14;11;40.1;7.62;0.53778912;251.783.088;0
47;1;23;8;78.1;2.39;106.582.289;0.80076711;1
29;4;1;9;23.5;12.65;1.343.683;1.629.067;0
34;3;13;7;83.3;7.71;202.948.788;439.294.212;0
43;2;11;7;34.6;14.33;0.65943794;429.874.206;0
26;1;5;6;19.8;20.68;200.227.896;209.236.104;1
31;2;5;3;56.6;11.1;0.7413468;55.412.532;0
45;1;2;21;30.0;14.37;1.922.706;2.388.294;1
26;1;9;2;18.2;26.31;317.472.246;161.369.754;0
25;1;4;0;19.3;5.52;0.3941832;0.6711768;0
45;3;13;8;94.8;11.78;136.242.768;980.501.232;0
29;1;2;0;29.4;6.15;0.7141995;10.939.005;1
41;1;25;19;79.3;13.15;36.706.384;67.573.116;0
24;1;7;1;18.2;5.71;0.57053178;0.46868822;0
40;5;8;16;44.0;8.95;204.776;189.024;0
34;5;3;12;98.8;3.68;100.349.184;263.234.816;0
35;2;1;13;37.0;2.31;0.2068374;0.6478626;0
51;3;7;4;22.0;7.6;0.203984;1.468.016;0
49;1;5;6;32.4;5.33;0.50771448;121.920.552;0
44;1;4;16;25.1;21.28;0.8278984;45.133.816;1
24;2;3;1;17.6;12.57;0.88714032;132.517.968;1
27;3;3;5;21.9;8.8;0.8344776;10.927.224;0
23;2;0;1;21.4;1.33;0.128079;0.156541;0
44;1;1;4;30.2;2.43;0.22235958;0.51150042;0
49;1;29;22;202.0;13.76;109.235.136;168.716.864;0
33;2;5;13;48.8;5.44;0.48315904;217.156.096;0
31;2;4;12;21.1;17.75;1.423.195;2.322.055;1
39;3;8;14;41.1;8.14;130.141.506;204.412.494;0
31;1;10;5;48.3;7.22;127.633.716;221.092.284;0
35;1;2;11;21.3;7.82;122.925.708;0.43640292;0
23;1;1;1;18.3;42.26;466.334.874;307.023.126;1
43;2;22;22;142.6;3.36;0.34018656;445.117.344;0
37;1;9;7;26.8;1.37;0.08150952;0.28565048;0
37;2;10;12;40.3;13.33;203.598.421;333.600.579;0
22;2;1;3;26.5;4.48;0.2706816;0.9165184;0
31;3;6;9;109.4;10.84;443.525.104;742.370.896;1
31;2;3;3;14.8;15.38;103.341.296;124.282.704;1
26;4;2;2;23.4;23.43;36.733.554;18.092.646;1
31;1;1;11;25.2;10.34;0.66184272;194.383.728;0
33;1;8;10;23.2;12.26;0.56601968;227.830.032;0
38;1;19;8;36.3;6.28;0.89817816;138.146.184;0
46;4;4;16;44.9;16.73;304.226.685;446.950.315;1
38;1;5;12;20.3;13.98;172.546.752;111.247.248;0
27;2;2;7;29.5;10.8;1.621.674;1.564.326;1
33;2;13;5;51.2;3.1;0.67456;0.91264;0
27;2;8;3;27.9;16.4;22.557.708;23.198.292;1
28;1;5;7;32.0;13.57;11.854.752;31.569.248;0
38;1;0;4;33.4;14.96;0.86441872;413.222.128;0
40;3;9;10;200.5;3.38;20.398.469;47.370.531;0
34;2;14;3;31.4;11.37;112.103.652;244.914.348;0
47;4;2;6;64.0;14.99;25.518.976;70.417.024;0
40;1;9;9;39.7;17.98;177.737.694;536.068.306;0
39;2;16;9;77.3;15.06;0.3492414;112.921.386;0
42;2;3;7;47.1;15.67;232.487.955;505.569.045;1
35;1;11;3;61.7;5.29;176.578.613;149.814.387;0
42;2;6;23;42.8;6.3;20.276.928;0.6687072;0
46;1;23;23;127.5;2.88;0.921672;2.750.328;0
23;1;3;0;24.0;14.33;22.836.288;11.555.712;0
34;1;6;0;28.0;19.89;28.068.768;27.623.232;0
30;1;2;1;28.2;8.39;0.66957234;169.640.766;0
46;3;0;11;34.1;8.84;112.137.168;189.306.832;1
23;1;2;1;18.4;1.5;0.024012;0.251988;0
34;1;13;5;30.0;15.48;2.061.936;2.582.064;1
26;1;7;1;31.0;15.01;14.843.389;31.687.611;0
26;1;3;2;19.9;1.92;0.19104;0.19104;0
32;1;11;7;43.6;2.52;0.50980608;0.58891392;0
26;1;2;4;22.3;11.22;146.870.922;103.335.078;0
24;1;2;1;17.4;13.5;0.77517;157.383;1
31;1;10;10;38.6;1.6;0.0592896;0.5583104;0
37;1;13;15;45.9;28.12;388.503.108;902.204.892;1
23;3;1;0;74.3;17.15;279.059.655;995.185.345;1
36;2;17;2;116.3;5.56;122.212.692;524.415.308;0
30;1;1;0;21.4;9.03;0.47730774;145.511.226;1
50;1;21;6;53.1;4.65;1.037.043;1.432.107;0
45;3;6;0;50.9;16.17;0.56790657;766.262.343;0
31;3;9;6;34.0;7.36;14.113.536;10.910.464;1
39;3;2;6;23.3;12.33;117.213.912;170.075.088;1
35;4;0;16;50.0;6.96;0.82824;265.176;0
36;3;13;12;143.1;15.82;278.452.566;1.985.389.434;0
37;1;5;15;23.9;33.64;0.21707892;782.288.108;1
41;4;13;18;96.4;6.17;167.730.216;427.057.784;0
35;1;5;14;20.5;4.7;0.1743935;0.7891065;0
35;3;5;0;64.3;4.1;13.603.308;12.759.692;1
27;3;5;7;51.6;6.42;0.81492912;249.779.088;1
38;1;11;13;40.6;6.54;0.5177718;21.374.682;0
42;1;2;23;20.1;3.73;0.19343034;0.55629966;0
35;1;12;1;31.5;10.71;0.607257;2.766.393;0
44;1;5;11;24.1;1.55;0.06611835;0.30743165;0
29;3;8;9;63.9;8.41;13.434.975;40.304.925;0
49;2;18;2;127.2;1.52;0.57809856;135.534.144;0
47;1;23;9;100.2;6.99;0.98756118;601.641.882;0
32;1;8;7;34.7;7.66;166.657.854;0.99144146;0
42;2;14;18;108.5;2.47;0.6110286;20.689.214;0
37;1;13;10;46.0;4.0;0.5428;12.972;0
27;2;9;8;33.8;17.09;0.80292238;497.349.762;0
47;2;22;2;54.3;14.33;698.750.862;0.79368138;1
34;1;2;12;18.8;7.16;0.54650848;0.79957152;0
28;1;1;8;14.5;24.01;10.862.124;23.952.376;0
38;2;18;11;72.5;3.07;0.17806;204.769;0
41;1;15;4;49.1;2.31;0.69980757;0.43440243;0
28;1;7;6;20.0;9.78;0.768708;1.187.292;0
39;1;17;1;46.1;11.27;250.941.201;268.605.799;0
30;1;7;3;40.0;9.84;0.838368;3.097.632;0
27;2;3;7;27.2;8.12;0.24957632;195.906.368;0
30;3;7;10;32.9;20.34;273.697.074;395.488.926;0
22;2;1;2;20.3;4.1;0.1015406;0.7307594;0
32;4;4;12;37.3;1.44;0.33999696;0.19712304;0
39;1;11;15;43.5;8.31;0.7374294;28.774.206;0
42;1;7;19;30.5;7.51;12.598.025;10.307.475;0
34;2;1;9;19.2;2.24;0.18966528;0.24041472;0
28;1;8;9;31.5;17.51;21.511.035;33.645.465;1
31;1;6;3;26.6;2.45;0.2372188;0.4144812;0
54;2;33;4;300.6;21.53;2.284.587.054;4.187.330.946;1
31;1;14;11;50.3;6.45;0.84677535;239.757.465;0
28;1;10;5;22.8;12.07;0.81458016;193.737.984;0
41;1;2;12;27.3;15.47;110.228.391;312.102.609;0
44;1;7;20;27.5;13.79;17.065.125;20.857.375;0
25;1;0;0;19.3;2.79;0.09100143;0.44746857;0
44;2;14;7;96.9;12.16;752.936.256;425.367.744;0
32;1;16;8;31.4;8.97;218.848.266;0.62809734;0
40;1;14;9;52.4;8.17;263.714.528;164.393.472;0
31;1;5;9;31.2;9.13;106.821;178.035;0
21;1;1;1;12.5;13.93;0.33432;140.693;0
23;3;0;0;20.3;27.69;34.288.527;21.922.173;1
36;1;11;14;57.9;11.61;184.188.006;488.030.994;0
26;2;0;0;25.5;5.7;0.412794;1.040.706;1
37;2;0;7;16.3;3.1;0.2213214;0.2839786;0
34;1;18;0;70.7;3.04;0.376124;1.773.156;0
44;1;15;2;42.4;8.67;157.336.224;210.271.776;0
31;2;12;4;73.5;3.51;0.4334148;21.464.352;0
39;1;4;2;22.6;6.25;0.290975;1.121.525;0
51;4;24;5;330.7;5.11;201.095.363;1.488.781.637;0
40;4;15;9;38.5;9.59;0.19568395;349.646.605;0
40;1;8;18;25.7;12.69;0.52507413;273.625.587;0
27;1;8;7;33.6;23.13;561.115.296;216.052.704;0
31;1;1;11;15.5;18.4;1.856.652;0.995348;1
45;2;4;7;59.3;8.78;27.334.335;24.731.065;0
46;1;27;24;176.3;4.55;170.861.145;631.303.855;0
29;1;0;10;37.6;24.47;606.327.448;313.744.552;1
40;2;17;2;73.3;8.69;225.489.858;411.487.142;0
27;1;8;7;17.3;7.84;0.21294224;114.337.776;0
44;1;23;7;75.6;9.6;0.9507456;63.068.544;0
30;1;2;2;20.7;8.18;0.48765888;120.560.112;1
31;3;4;12;34.1;19.29;400.593.501;257.195.499;1
36;1;3;12;23.3;16.88;142.769.352;250.534.648;0
34;3;11;15;83.8;23.71;641.768.054;1.345.129.946;1
24;2;2;5;19.5;12.15;0.34827975;202.097.025;0
25;1;8;1;28.1;12.01;0.02362367;335.118.633;0
38;2;15;7;47.6;0.27;0.01298052;0.11553948;0
37;4;11;5;76.1;3.32;104.092.624;148.559.376;0
53;2;16;34;138.9;1.0;0.459759;0.929241;0
25;2;7;6;30.8;3.82;0.20119176;0.97536824;0
51;1;34;17;433.0;4.25;449.021;1.391.229;0
29;1;1;6;19.6;7.79;0.50538404;102.145.596;0
28;1;12;8;24.8;7.24;0.66793344;112.758.656;0
36;3;9;0;63.9;1.67;0.53996778;0.52716222;0
35;2;14;3;53.7;4.46;147.054.228;0.92447772;0
25;1;9;1;22.9;18.59;0.43422522;382.288.478;0
34;1;6;1;25.1;18.14;188.044.682;267.269.318;1
23;2;3;2;27.2;1.52;0.23607424;0.17736576;1
31;1;6;2;21.8;6.94;0.99701428;0.51590572;0
40;3;13;13;37.7;8.47;0.87812725;231.506.275;0
41;1;2;18;22.2;7.78;0.71849856;100.866.144;0
42;1;21;22;61.4;1.6;0.2249696;0.7574304;0
31;1;15;4;65.7;16.45;701.416.485;379.348.515;1
44;1;26;10;121.7;6.53;203.443.456;591.257.544;0
33;2;8;7;26.9;6.88;132.696.624;0.52375376;0
41;1;11;13;25.1;6.75;0.162648;1.531.602;0
35;1;0;10;37.1;1.29;0.1818642;0.2967258;0
46;1;24;10;80.9;9.83;120.082.297;675.164.703;0
23;1;5;3;25.8;6.75;0.2142045;15.272.955;0
30;3;0;1;18.5;18.29;0.7782395;26.054.105;1
57;1;11;20;39.8;9.48;156.958.464;220.345.536;0
37;1;19;15;59.8;8.53;139.255.662;370.838.338;0
24;1;3;1;23.4;14.56;123.675.552;217.028.448;0
33;1;2;6;18.9;0.78;0.08240778;0.06501222;0
44;3;21;6;224.8;12.45;16.932.498;11.055.102;1
39;1;4;4;37.4;13.88;291.740.944;227.371.056;0
36;2;9;5;28.1;5.34;0.18306588;131.747.412;0
45;2;10;4;94.1;17.89;654.861.661;1.028.587.339;1
30;4;2;5;53.5;5.76;0.8381952;22.434.048;1
25;2;1;3;28.0;5.02;0.6001912;0.8054088;0
31;1;0;6;28.6;6.88;0.54898272;141.869.728;1
